Device,ReviewText,SubmissionTime,Title,UserNickname
Samsung Galaxy s960,"I recently replaced my Samsung Galaxy SIII with the new Galaxy S7. The transition was pretty easy and I am pleased with my new phone. I'm still learning some of the features, but look forward to making use of them.",10/26/2016,Love my new phone,Lindy Lou
Samsung Galaxy s961,Like that it still tells time even if I'm nit using phone. water proof.,10/26/2016,Like new features,hiker2
Samsung Galaxy s962,Have had it for over a month.  Terrific phone.  Much faster and sharper view than prior LG2.  Just miss the LG double tap.  Battery life is very good too.,10/25/2016,Very Nice Phone,GAM14
Samsung Galaxy s963,I have had my phone 3 weeks unbelievable!!!!,10/25/2016,Awesome,Realdeal750
Samsung Galaxy s964,I love my new Galaxy S7.,10/25/2016,Love it,Nickelsanddimes
Samsung Galaxy s965,Great upgrade to the S5. Faster and added features worth the upgrade.does,10/25/2016,Samsung s7,Knobstr
Samsung Galaxy s966,Upgraded to new Samsung. No problems,10/25/2016,Upgraded. Easy use,nevermind1025
Samsung Galaxy s967,I lost my phone then someone found it which made me go purchase new s7. With trade in value of s5 it didn't hit as hard to upgrade my phone.  I don't do much on phone but like the screen and color and that it's water proof. I'm still looking to play some games on it by overall I'm glad I left my s5 at the Verizon store.,10/24/2016,Great color and apps,Jt pen
Samsung Galaxy s968,the phone had more storage so I am able to get more apps and it responded quicker,10/24/2016,faster then my old phone,speddy
Samsung Galaxy s969,"My S5 screen broke and I needed to upgrade and I had already decided to upgrade to the S7. I love the phone. It's lightweight almost too much but a nice sturdy case makes it feel safer - especially when you drop it - which I have already.I was dreading the transfer of content from my old phone to this phone. I was able to get the S5 powered up, used SmartSwitch and within about an hour ALL of my content was on my new phone.",10/24/2016,Easy Transfer,CADiver
Samsung Galaxy s970,I am happy so far. My other phone was on it's last leg so I am happy this phone has a great battery life!,10/24/2016,similar to my previous phone,Seaturtle1977
Samsung Galaxy s971,"excellent phone, easy to access!!!",10/24/2016,Great phone easy to understand!!,tkiech
Samsung Galaxy s972,Bought this phone a week ago and love it so far. It is faster than my S5. Love the speed,10/24/2016,2086406623,Jax58
Samsung Galaxy s973,Easy to use and takes great pictures.,10/24/2016,Love it!,Cherokee4542
Samsung Galaxy s974,"This is the first smartphone I have personally owned and I am very happy with it. I wish I got better signal/ reception at my house, but that is the only concern so far.",10/24/2016,"Easy to use, wish I had better reception in my house",Sad4886
Samsung Galaxy s975,"Love this phone... all my reservations were unfounded. I was leary of the transition ,thinking it would be a major hassle but  not so... amazed that I could get all my information done so easily as I though I was technically challenged..All the features of this phone are amazing .",10/24/2016,easy transition from my 4mini,chefpatti
Samsung Galaxy s976,Great phone and features!!,10/24/2016,Great phone,Paige92
Samsung Galaxy s977,Needed upgrade my plan and needed a phone that could use it'seems fullest potential.,10/24/2016,Great Product and service!,Yaktus
Samsung Galaxy s978,Bought a week ago and love it.,10/24/2016,"Great features, quick charge, great battery life",garcij1
Samsung Galaxy s979,it has been only 2 weeks with my new S7. So far so good. Easy to learn functions well,10/24/2016,Good phone so far,Rport
Samsung Galaxy s980,"I loved my S4, but couldn't be happier now with my S7 ...",10/24/2016,Very fast and fun to use ...,Slim1
Samsung Galaxy s981,Great phone. New HD voice on calls is great as is video calls pre-built into the device,10/24/2016,4846430439,Burkey21
Samsung Galaxy s982,"I've had this phone for a week. I love the size (smaller than the turbo I had ), but it only lasts one day on a battery charge with moderate use. This S7 has great features, is easy to use,  the camera has lots of options for taking pics, and everything has the feel of quality. Be careful if you are opposed to phone cases like I am because this phone is slippery!",10/23/2016,Only one flaw - battery life,Chris973
Samsung Galaxy s983,Better features and love the camera.,10/23/2016,Great features,Raynari
Samsung Galaxy s984,I loved my Galaxy S4 so much that I didn't think you could offer a phone that I would like more. I was wrong! My S7 is fabulous! It is sleek and classy with smooth operating features. I'm sold on Samsung and I do love my new phone!,10/23/2016,So satisfied!,JanyceC
Samsung Galaxy s985,Very nice and clean design.. The platinum gold is eye popping cokor..sone of the same features that I enjoy including the selfie snapping using the flash. And the extended memory but disappointed about the IR blaster not being on this model. I found that it becomes hot when streaming live videos and multiple apps.. But not deal breaker.. I love my Samsung..,10/23/2016,Great features!,VINCENT808
Samsung Galaxy s986,I love the phone. I haven't had any issues,10/23/2016,Great Phone! I love it!,Brittyboo2010
Samsung Galaxy s987,I have had my new phone for less that a month. I am extremely satisfied. I highly recommend Verizon for awesome service.,10/23/2016,Verizon exceeds expectation,Sheri 67
Samsung Galaxy s988,"Awesome camera, screen looks great and is fast",10/23/2016,"Galaxy S7 is fast, friendly and looks great",Dave115
Samsung Galaxy s989,"I am so happy with this phone. I was reluctant to give up my Nokia windows phone, but with such limitations of selections of apps and more not being updated or being cancelled all of the time, I decided it was time for a change. One of my biggest concerns was if I would be able to link my outlook calendar to my phone as my windows phone had done. I downloaded the outlook app and tied in perfectly. This phone is easy to use, light weight, big but not too big, and has a huge selection of apps. Very easy to transition to and amazing to use. Very much loving  this 
Samsung Galaxy S7!",10/22/2016,Great phone! Easy to change from windows phone.,Roseval
Samsung Galaxy s990,"I've had this phone for a few weeks and I LOVE it. The camera is better, the screen is better. Thank you Samsung for a great phone!",10/22/2016,AWESOME PHONE!,Melgtz1379
Samsung Galaxy s991,I upgraded from the galaxy grand prime and very happy I choose the S7.,10/22/2016,Great Phone !,Rjaymaria
Samsung Galaxy s992,"Great phone I like very much, the folks at the Verizon store are real nice professional people.",10/22/2016,9085814043,Ray Ahl
Samsung Galaxy s993,"Great phone, just upgraded from an old Samsung Note 4. Best battery life of any phone I have used!",10/22/2016,Great Phone,KC4023
Samsung Galaxy s994,I got this during the note 7 recall. I like this phone alot. This is my third galaxy.,10/22/2016,Great Features,Gregp62
Samsung Galaxy s995,Bought a month ago easy to use,10/22/2016,Fun to use,Badtobone
Samsung Galaxy s996,easy to use. it's just joy to have.,10/22/2016,great phone,irish2844
Samsung Galaxy s997,"I love this phone, so much better than my old phone and much better coverage and service.",10/22/2016,Great phone! Was an easy transition from my old phone.,CactusMcGurk
Samsung Galaxy s998,Great battery life easy to use..Love it! times 10,10/22/2016,I love my Samsung,Doelady60
Samsung Galaxy s999,I have been using Samsung phones for a while now and have very impressed with them. I was hoping to move to the Note 7 but since it got canceled I stayed with the S series. Hope one day they will bring back the Note or something similar.,10/21/2016,Been with Samsung for a while and still like their phones.,Arockyranch
Samsung Galaxy s1000,I recently upgraded to a new phone and I really enjoy this new phone!!,10/21/2016,Great Phone!!!,TriGuy
Samsung Galaxy s1001,"Switched to Verizon from US cellular, much better cell signal at my place.",10/21/2016,Love the Samsung S7,Timsauto77
Samsung Galaxy s1002,easier to use than my other phone,10/21/2016,easy transition,neicieann
Samsung Galaxy s1003,"Have had a Samsung for at least 14 years , had apple and Motorola.. didn't  like either  one of them..",10/21/2016,"A great phone, its # 1 For me",AWB EWF
Samsung Galaxy s1004,"It's only been two weeks since I've had it but so far it's pretty awesome. The only down side is that the screen protector doesn't cover the Full screen, only the majority. Other than that I have no problems.",10/21/2016,All around great phone.,Moleking
Samsung Galaxy s1005,Like this phone allot,10/21/2016,Great phone,My2ndphone
Samsung Galaxy s1006,After my third iPhone I decided to switch to Android and I love it.,10/21/2016,IPHONE TRANSPLANT,WenC
Samsung Galaxy s1007,"I was having problems powering off my LG G4, which kept losing power even while it was being charged. So, I decided to pay the balance and buy this phone. I previously owned the Galaxy S5 and was happy with that phone.  As of now, I am very happy with the S7.",10/21/2016,I am very pleased,DebF1113
Samsung Galaxy s1008,very good phone easy to work and it charges very fast i love it,10/20/2016,great features,capavery
Samsung Galaxy s1009,Very easy to use. Easy transition from old equipment.,10/20/2016,Easy to use. Great display.,PapaDav
Samsung Galaxy s1010,"I was starting to have issues with my S4 and replaced it with the S7. Went to my local Verizon store and received excellent service.  So far so good, transfer of data was made easy with device supplied to link phones. Everything went smoothly and phone is operating perfectly.",10/20/2016,Samsung Galaxy S7 replacing my S4,Michael10603
Samsung Galaxy s1011,Love how easy the phone is to use. The updates are very nice compared to the older version.,10/20/2016,Faster.,Tawny1015
Samsung Galaxy s1012,My husband and I both bought the S7 Galaxy.  This is the first time we have had a phone that actually has great service in our remote area. They are so easy to learn to use.,10/20/2016,Great features and great reception,conbow
Samsung Galaxy s1013,"I love this phone! So easy to use, the camera is awesome.",10/20/2016,Very easy transition.,raelin
Samsung Galaxy s1014,I really love my new smartphone. I had a flip phone before and it was okay but this is so much better.,10/20/2016,Was quite an update from my previous phone but am happy I got it.,Nancy17cj
Samsung Galaxy s1015,Very pleased with my new phone.,10/20/2016,Got my new phone a couple of weeks ago,Cvcmartin
